base_pos_m,x0_m,input_force_N
0.002767306088407006,0.0023053148241494225,0.5399022786229644
0.0027789824854045036,0.0023134688613575503,0.5436317444801732
0.0027906588824020014,0.002321606300687128,0.5473728361193957
0.0028023352793994996,0.002329727119059155,0.5511254926962739
0.0028140116763969974,0.002337831293851288,0.554889652776022
0.002825688073394495,0.0023459188025206673,0.5586652541657577
0.0028373644703919934,0.0023539896224218084,0.5624522338332408
0.002849040867389491,0.0023620437313304856,0.566250528156824
0.002860717264386989,0.0023700811071526067,0.5700600727956355
0.002872393661384487,0.002378101727658062,0.573880802567552
0.002884070058381985,0.002386105570962146,0.5777126516821791
0.0028957464553794826,0.002394092615368391,0.5815555536727239
0.002907422852376981,0.0024020628390901662,0.5854094412668851
0.0029190992493744786,0.002410016220503035,0.5892742465123
0.0029307756463719764,0.0024179527382473527,0.5931499008323293
0.0029424520433694746,0.0024258723709988483,0.5970363349200127
0.0029541284403669724,0.0024337750973576883,0.6009334786873055
0.00296580483736447,0.002441660896242705,0.6048412614636675
0.0029774812343619683,0.0024495297466841552,0.6087596119001406
0.002989157631359466,0.002457381627640372,0.6126884578824273
0.003000834028356964,0.0024652165181819666,0.6166277266265774
0.003012510425354462,0.0024730343975984297,0.6205773447380597
0.00302418682235196,0.0024808352452410833,0.624537238138241
0.0030358632193494576,0.0024886190403595214,0.628507331985281
0.003047539616346956,0.0024963857624011104,0.632487550830519
0.0030592160133444536,0.0025041353909437077,0.6364778185899418
0.0030708924103419514,0.002511867905608539,0.6404780585043924
0.0030825688073394496,0.002519583285921883,0.6444881930718596
0.0030942452043369473,0.0025272815115957685,0.6485081441970731
0.003105921601334445,0.0025349625624386278,0.6525378331506262
0.0031175979983319433,0.002542626418298567,0.6565771805440404
0.003129274395329441,0.0025502730589363394,0.6606261062667044
0.003140950792326939,0.002557902464236508,0.6646845296012753
0.003152627189324437,0.002565514614180334,0.6687523692145682
0.003164303586321935,0.0025731094887798647,0.6728295431271774
0.0031759799833194326,0.0025806870680150644,0.6769159686837991
0.003187656380316931,0.0025882473318467225,0.681011562563774
0.0031993327773144286,0.0025957902603687432,0.6851162408678614
0.0032110091743119264,0.0026033158336941716,0.6892299190613812
0.0032226855713094246,0.002610824031948081,0.6933525119745026
0.0032343619683069223,0.0026183148351797345,0.6974839337578194
0.00324603836530442,0.0026257882234861176,0.7016240979539955
0.0032577147623019183,0.002633244177023535,0.7057729175088192
0.003269391159299416,0.0026406826759473746,0.709930304742205
0.003281067556296914,0.002648103700408582,0.714096171350219
0.003292743953294412,0.0026555072304888243,0.7182704283724284
0.00330442035029191,0.0026628932462734417,0.7224529862364881
0.0033160967472894076,0.0026702617278891046,0.7266437547837086
0.003327773144286906,0.0026776126554439116,0.7308426432393387
0.0033394495412844036,0.00268494600902392,0.7350495602144175
0.0033511259382819013,0.002692261768681066,0.7392644137026163
0.0033628023352793995,0.0026995599143822884,0.7434871110544128
0.0033744787322768973,0.002706840426119979,0.7477175590444689
0.003386155129274395,0.0027141032838650307,0.7519556638485997
0.0033978315262718933,0.0027213484675485213,0.7562013310368858
0.003409507923269391,0.002728575957058209,0.7604544655752479
0.003421184320266889,0.002735785732234452,0.7647149718266468
0.003432860717264387,0.0027429777728287578,0.7689827535300053
0.003444537114261885,0.0027501520585586736,0.7732577138360572
0.0034562135112593826,0.0027573085691098326,0.7775397553123303
0.0034678899082568808,0.0027644472841066147,0.7818287799292771
0.0034795663052543785,0.002771568183108597,0.7861246890615722
0.0034912427022518763,0.002778671245607002,0.7904273834893633
0.0035029190992493745,0.002785756451021135,0.7947367633994733
0.0035145954962468723,0.002792823778683216,0.7990527283794622
0.00352627189324437,0.002799873207832076,0.8033751774169139
0.0035379482902418683,0.002806904717653205,0.8077040089272401
0.003549624687239366,0.002813918287246916,0.8120391207375611
0.003561301084236864,0.0028209138956233723,0.8163804100868353
0.003572977481234362,0.0028278915216989726,0.8207277736267675
0.0035846538782318598,0.0028348511442927143,0.8250811074226665
0.0035963302752293575,0.0028417927421225523,0.8294403069542529
0.0036080066722268558,0.002848716293801746,0.8338052671164168
0.0036196830692243535,0.002855621777833545,0.8381758822188831
0.0036313594662218513,0.002862509172596606,0.8425520459799011
0.0036430358632193495,0.0028693784563671733,0.8469336515432347
0.0036547122602168473,0.0028762296073057353,0.8513205914726945
0.003666388657214345,0.0028830626034494194,0.8557127577501827
0.0036780650542118432,0.0028898774227082433,0.8601100417761324
0.003689741451209341,0.002896674042861378,0.8645123343699059
0.0037014178482068388,0.0029034524415533884,0.8689195257701438
0.003713094245204337,0.002910212596290458,0.8733315056350527
0.0037247706422018348,0.0029169544844365966,0.8777481630426452
0.0037364470391993325,0.002923678083209834,0.8821693864909257
0.0037481234361968307,0.0029303833696784107,0.8865950638980286
0.0037597998331943285,0.002937070320756914,0.8910250826022837
0.0037714762301918263,0.002943738913202434,0.8954593293622486
0.0037831526271893245,0.00295038912361069,0.8998976903566762
0.0037948290241868222,0.0029570209284121383,0.9043400511844334
0.00380650542118432,0.002963634303867436,0.908786296863941
0.0038181818181818182,0.0029702292260633807,0.9132363118328805
0.003829858215179316,0.0029768056709117163,0.9176899799498054
0.0038415346121768138,0.002983363614143155,0.9221471844924962
0.003853211009174312,0.0029899030313032746,0.9266078081575152
0.0038648874061718097,0.002996423897748504,0.9310717330597887
