t_s,x0_m,x1_m,x2_m,v0_m_per_s,v1_m_per_s,v2_m_per_s
0.004948,0.0007310206593126691,0.000607853627269753,9.754753351525383e-06,0.5505937277336119,0.49900024072334204,0.009697663732798662
0.0049499999999999995,0.0007321224566399772,0.0006088522252635911,9.774162848338559e-06,0.5512036727000427,0.49959784321049905,0.009711835519901643
0.004952,0.0007332254742472669,0.0006098520189429386,9.793600701738037e-06,0.5518140077425646,0.5001958889594833,0.009726057065909472
0.004954,0.0007343297129148241,0.0006108530073305078,9.813068848052685e-06,0.5524247329770499,0.5007916492181153,0.009743017556433232
0.0049559999999999995,0.0007354351734230206,0.0006118551827074485,9.832575867401687e-06,0.5530358483622813,0.5013828777028074,0.009764930743267033
0.004958,0.0007365418565520381,0.00061285853600691,9.852131668573529e-06,0.5536473537694337,0.5019695711392351,0.009791800002186596
0.00496,0.0007376497630817526,0.0006138630581556448,9.871746167001224e-06,0.5542592490214523,0.502551726404643,0.009823628602090103
0.004961999999999999,0.0007387588937916373,0.0006148687400743104,9.891429284549457e-06,0.5548715338930342,0.5031293405270936,0.009860419705756969
0.004964,0.0007398692494606671,0.0006158755726777722,9.911190949301849e-06,0.5554842081106143,0.5037024106861033,0.009902176369235793
0.004966,0.0007409808308672211,0.0006168835468754059,9.931041095347218e-06,0.556097271352364,0.5042709342128081,0.009948901541685432
0.004968,0.0007420936387889866,0.000617892653571401,9.950989662565878e-06,0.5567107232481845,0.5048349085898847,0.010000598065458272
0.00497,0.0007432076740028625,0.0006189028836650644,9.97104659641613e-06,0.5573245633797012,0.5053943314513875,0.010057268676269871
0.004972,0.0007443229372848624,0.0006199142280511209,9.991221847721752e-06,0.5579387912802608,0.5059492005819034,0.010118916004034795
0.004974,0.0007454394294100186,0.0006209266776200158,1.00115253724605e-05,0.5585534064349295,0.5064995139167806,0.010185542572644833
0.0049759999999999995,0.0007465571511522851,0.000621940223258216,1.0031967131551475e-05,0.5591684082804946,0.5070452695425399,0.01025715079956527
0.004978,0.0007476761032844415,0.0006229548558485125,1.0052557090642356e-05,0.5597837962054656,0.5075864656967825,0.010333742995924653
0.00498,0.0007487962865779956,0.0006239705662703226,1.0073305219896828e-05,0.5603995695500801,0.5081231007680647,0.010415321366635432
0.0049819999999999994,0.0007499177018030878,0.000624987345399991,1.009422149378265e-05,0.5610157276063092,0.5086551732952015,0.010501888011076144
0.004984,0.000751040349728394,0.00062600518411109,1.0115315890861238e-05,0.561632269617867,0.5091826819669685,0.010593444923378909
0.004986,0.0007521642311210297,0.0006270240732747201,1.0136598393576446e-05,0.56224919478022,0.5097056256227037,0.010689993991828477
0.004987999999999999,0.0007532893467464524,0.0006280440037598107,1.0158078988042888e-05,0.5628665022406004,0.5102240032522379,0.010791536998920421
0.00499,0.0007544156973683664,0.0006290649664334216,1.0179767663834473e-05,0.5634841910980196,0.5107378139957622,0.010898075621480496
0.004992,0.0007555432837486256,0.0006300869521610426,1.0201674413773382e-05,0.5641022604032858,0.5112470571433334,0.011009611431138997
0.004994,0.0007566721066471373,0.0006311099518068931,1.02238092337206e-05,0.5647207091590205,0.5117517321341469,0.01112614589503038
0.004996,0.0007578021668217661,0.0006321339562342205,1.024618212236632e-05,0.5653395363196807,0.512251838557167,0.011247680375156067
0.004998,0.000758933465028237,0.0006331589563055998,1.0268803081019557e-05,0.5659587407915793,0.5127473761511403,0.011374216128351848
0.005,0.0007600660020200396,0.0006341849428832333,1.0291682113397934e-05,0.5665783214329102,0.5132383448044395,0.011505754306420644
0.0050019999999999995,0.0007611997785483321,0.0006352119068292494,1.031482922541783e-05,0.5671982770537751,0.5137247445547205,0.011642295956448086
0.005004,0.0007623347953618445,0.0006362398390060002,1.0338254424985898e-05,0.5678186064162101,0.5142065755879828,0.011783842021703784
0.005006,0.0007634710532067829,0.0006372687302763586,1.0361967721791184e-05,0.5684393082342165,0.5146838382390135,0.01193039334117688
0.005007999999999999,0.0007646085528267336,0.0006382985715040159,1.0385979127096217e-05,0.5690603811737931,0.515156532991549,0.012081950649389547
0.00501,0.0007657472949625666,0.0006393293535537797,1.0410298653528225e-05,0.5696818238529694,0.5156246604780947,0.012238514576543383
0.005012,0.0007668872803523403,0.0006403610672918713,1.043493631487066e-05,0.5703036348418425,0.516088221479661,0.012400085648748562
0.005013999999999999,0.0007680285097312051,0.0006413937035862218,1.0459902125855835e-05,0.5709258126626141,0.5165472169248065,0.012566664288931734
0.005016,0.0007691709838313083,0.0006424272533067667,1.0485206101958757e-05,0.5715483557896308,0.5170016478897437,0.01273825081669813
0.005018,0.000770314703381698,0.0006434617073257419,1.0510858259189944e-05,0.5721712626494254,0.5174515155986705,0.01291484544796574
0.00502,0.0007714596691082271,0.0006444970565179801,1.0536868613888172e-05,0.5727945316207617,0.5178968214235786,0.01309644829511599
0.0050219999999999996,0.0007726058817334589,0.0006455332917612049,1.056324718251359e-05,0.5734181610346787,0.5183375668840159,0.01328305936718656
0.005024,0.0007737533419765707,0.0006465704039363262,1.0590003981441653e-05,0.5740421491745391,0.518773753646226,0.013474678570675774
0.005026,0.0007749020505532593,0.0006476083839277326,1.0617149026758663e-05,0.5746664942760796,0.5192053835228657,0.01367130570977735
0.0050279999999999995,0.0007760520081756449,0.0006486472226235852,1.064469233405649e-05,0.5752911945274605,0.5196324584734774,0.013872940485867782
0.00503,0.0007772032155521768,0.0006496869109161106,1.0672643918227042e-05,0.5759162480693207,0.5200549806043034,0.014079582497640759
0.005032,0.000778355673387538,0.0006507274397018944,1.0701013793257072e-05,0.5765416529948328,0.5204729521680479,0.014291231241292357
0.005033999999999999,0.0007795093823825506,0.0006517687998821737,1.072981197202367e-05,0.5771674073497601,0.5208863755631536,0.014507886111180458
0.005036,0.0007806643432340807,0.0006528109823631276,1.0759048466091464e-05,0.5777935091325163,0.5212952533331684,0.014729546400396913
0.005038,0.0007818205566349438,0.0006538539780561678,1.0788733285509449e-05,0.578419956294226,0.5216995881672809,0.014956211300182456
0.005039999999999999,0.0007829780232738105,0.0006548977778782297,1.0818876438607302e-05,0.5790467467387893,0.5220993829001723,0.015187879900016393
0.005042,0.0007841367438351124,0.0006559423727520638,1.084948793179206e-05,0.5796738783229447,0.5224946405117605,0.015424551187808984
0.005044,0.0007852967189989467,0.0006569877536065251,1.0880577769345324e-05,0.5803013488563387,0.5228853641266146,0.015666224050417392
0.005046,0.0007864579494409838,0.0006580339113768613,1.0912155953222197e-05,0.5809291561015921,0.5232715570130523,0.01591289727447169
0.0050479999999999995,0.0007876204358323715,0.0006590808370050012,1.0944232482850325e-05,0.5815572977743731,0.523653222583644,0.016164569545815157
0.00505,0.0007887841788396426,0.0006601285214398428,1.0976817354928234e-05,0.5821857715434691,0.5240303643951307,0.01642123944951648
0.005052,0.0007899491791246205,0.0006611769556375415,1.1009920563223976e-05,0.5828145750308611,0.5244029861481492,0.016682905470074342
0.0050539999999999995,0.0007911154373443257,0.0006622261305617978,1.1043552098374277e-05,0.5834437058118008,0.5247710916867498,0.016949565991820324
0.005056,0.0007922829541508828,0.0006632760371841425,1.1077721947685244e-05,0.5840731614148892,0.5251346849973455,0.017221219299884835
0.005058,0.0007934517301914266,0.0006643266664842219,1.1112440094933737e-05,0.584702939322153,0.5254937702090696,0.017497863579773173
0.005059999999999999,0.0007946217661080098,0.0006653780094500833,1.1147716520167865e-05,0.5853330369691183,0.5258483515938089,0.01777949691726688
0.005062,0.0007957930625375098,0.0006664300570784605,1.118356119950775e-05,0.5859634517449049,0.526198433565895,0.018066117298640164
0.005064,0.0007969656201115353,0.0006674828003750582,1.1219984104946766e-05,0.5865941809923142,0.5265440206816898,0.01835772261098789
0.005066,0.0007981394394563353,0.0006685362303548343,1.1256995204154138e-05,0.587225222007918,0.5268851176384903,0.01865431064322298
0.005068,0.000799314521192705,0.0006695903380422831,1.1294604460278675e-05,0.5878565720421485,0.5272217292746454,0.018955879085879347
0.00507,0.0008004908659358946,0.0006706451144717162,1.133282183175162e-05,0.5884882282993895,0.5275538605697015,0.01926242553088357
0.005072,0.0008016684742955171,0.0006717005506875454,1.1371657272089631e-05,0.5891201879380706,0.5278815166440887,0.019573947471778264
0.0050739999999999995,0.0008028473468754568,0.0006727566377445642,1.141112072969828e-05,0.5897524480707633,0.528204702758743,0.01989044230400654
0.005076,0.000804027484273777,0.0006738133667082274,1.1451222147676645e-05,0.5903850057642778,0.5285234243140534,0.02021190732585929
0.005078,0.0008052088870826289,0.0006748707286549296,1.1491971463623472e-05,0.5910178580397627,0.5288376868496832,0.020538339738560223
0.0050799999999999994,0.0008063915558881606,0.0006759287146722846,1.153337860944251e-05,0.5916510018728061,0.5291474960448354,0.02086973664591075
0.005082,0.000807575491270426,0.0006769873158594039,1.1575453511147857e-05,0.592284434193539,0.529452857717933,0.02120609505451016
0.005084,0.0008087606938032937,0.0006780465233271747,1.1618206088669814e-05,0.5929181518867402,0.5297537778262534,0.021547411874019956
0.005085999999999999,0.0008099471640543567,0.000679106328198537,1.1661646255661665e-05,0.5935521517919428,0.530050262464972,0.021893683918006113
0.005088,0.0008111349025848417,0.0006801667216087579,1.170578391930824e-05,0.594186430703544,0.5303423178666687,0.02224490790432608
0.00509,0.0008123239099495194,0.0006812276947057084,1.1750628980133921e-05,0.5948209853709145,0.5306299504016875,0.022601080454672344
0.005092,0.0008135141866966141,0.000682289238650137,1.1796191331810457e-05,0.5954558124985125,0.5309131665778277,0.02296219809477328
0.005094,0.0008147057333677145,0.000683351344615945,1.1842480860965298e-05,0.596090908745996,0.5311919730399721,0.023328257254652957
0.005096,0.0008158985504976837,0.0006844140037904603,1.188950744699071e-05,0.5967262707283401,0.5314663765692581,0.02369925426934191
0.005098,0.0008170926386145699,0.0006854772073747082,1.1937280961854772e-05,0.5973618950159554,0.5317363840822887,0.024075185379544693
0.0050999999999999995,0.0008182879982395182,0.0006865409465836834,1.1985811269912163e-05,0.5979977781348075,0.5320020026315316,0.024456046731136143
0.005102,0.0008194846298866809,0.000687605212646621,1.2035108227714585e-05,0.598633916566538,0.5322632394050459,0.024841834375318863
0.005104,0.0008206825340631295,0.0006886699968072674,1.2085181683821696e-05,0.5992703067485888,0.5325201017260962,0.02523254426888844
0.005105999999999999,0.0008218817112687661,0.0006897352903241505,1.2136041478612702e-05,0.5999069450743273,0.5327725970524522,0.02562817227480852
0.005108,0.0008230821619962359,0.0006908010844708469,1.218769744409979e-05,0.6005438278931733,0.5330207329753641,0.026028714163101947
0.00511,0.0008242838867308389,0.0006918673705362497,1.2240159403741844e-05,0.601180951510728,0.5332645172199195,0.026434165610380762
0.005111999999999999,0.0008254868859504426,0.0006929341398248359,1.2293437172257593e-05,0.6018183121889056,0.5335039576448367,0.026844522199928316
0.005114,0.0008266911601253949,0.0006940013836569333,1.2347540555439225e-05,0.6024559061460641,0.5337390622420612,0.027259779421973912
0.005116,0.0008278967097184366,0.0006950690933689865,1.2402479349966632e-05,0.6030937295571416,0.5339698391361746,0.02767993267415197
0.005118,0.0008291035351846155,0.0006961372603138203,1.2458263343223294e-05,0.6037317785537911,0.5341962965832312,0.02810497726252051
0.0051199999999999996,0.0008303116369711992,0.0006972058758609039,1.2514902313113015e-05,0.6043700492245192,0.5344184429709617,0.028534908401234998
0.005122,0.0008315210155175894,0.0006982749313966132,1.2572406027875915e-05,0.605008537614826,0.5346362868186728,0.02896972121251578
0.005124,0.0008327316712552359,0.0006993444183244941,1.2630784245904856e-05,0.6056472397273458,0.534849836776827,0.029409410726931616
0.0051259999999999995,0.0008339436046075512,0.0007004143280655244,1.2690046715562442e-05,0.6062861515219915,0.5350591016265248,0.029853971883777843
0.005128,0.0008351568159898246,0.0007014846520583734,1.2750203174999445e-05,0.6069252689160985,0.5352640902783221,0.030303399532106236
0.00513,0.000836371305809138,0.0007025553817596609,1.2811263351974556e-05,0.6075645877845728,0.5354648117721612,0.030757688430657557
0.005131999999999999,0.0008375870744642808,0.000703626508644216,1.2873236963673413e-05,0.6082041039600385,0.5356612752774113,0.031216833247683685
0.005134,0.0008388041223456651,0.0007046980242053359,1.2936133716527903e-05,0.6088438132329891,0.5358534900924358,0.031680828561233845
0.005136,0.0008400224498352425,0.000705769919955043,1.299996330603605e-05,0.6094837113519384,0.5360414656441143,0.03214966885948557
0.005137999999999999,0.0008412420573064193,0.0007068421874243411,1.3064735416583066e-05,0.6101237940235705,0.5362252114867475,0.03262334854168546
0.00514,0.0008424629451239739,0.0007079148181634695,1.3130459721264135e-05,0.6107640569128802,0.5364047373016508,0.03310186191841981
0.005142,0.0008436851136439726,0.0007089878037421574,1.3197145881706586e-05,0.6114044956433452,0.5365800528973178,0.03358520321129322
0.005144,0.0008449085632136878,0.000710061135749878,1.3264803547892198e-05,0.6120451057970895,0.5367511682089893,0.03407336655320075
0.0051459999999999995,0.0008461332941715147,0.0007111348057961012,1.3333442357980078e-05,0.6126858829150439,0.5369180932981855,0.034566345988640106
0.005148,0.0008473593068468893,0.0007122088055105454,1.3403071938130468e-05,0.6133268224971088,0.5370808383517615,0.03506413547449156
0.00515,0.0008485866015602063,0.0007132831265434274,1.3473701902330457e-05,0.6139679200023187,0.5372394136811112,0.03556672888064943
0.0051519999999999995,0.0008498151786227381,0.0007143577605657117,1.354534185221953e-05,0.614609170849007,0.5373938297224319,0.036074119989607356
0.005154,0.0008510450383365528,0.0007154326992693595,1.3618001376914918e-05,0.6152505704149748,0.5375440970363373,0.036586302496684424
0.005156,0.0008522761809944343,0.0007165079343675774,1.3691690052837575e-05,0.6158921140376595,0.5376902263073805,0.03710327001033769
0.005157999999999999,0.0008535086068798006,0.0007175834575950641,1.37664174435389e-05,0.616533797014306,0.5378322283432885,0.03762501605275752
0.00516,0.0008547423162666245,0.0007186592607082566,1.3842193099529299e-05,0.6171756146021384,0.5379701140738606,0.038151534060792316
0.005162,0.000855977309419353,0.0007197353354855732,1.3919026558107205e-05,0.6178175620185361,0.5381038945511947,0.03868281738556461
0.005164,0.0008572135865928286,0.0007208116737276589,1.3996927343187635e-05,0.618459634441208,0.5382335809493926,0.039218859292596955
0.005166,0.0008584511480322092,0.0007218882672576281,1.4075904965131315e-05,0.6191018270083712,0.5383591845640673,0.03975965296213171
0.005168,0.0008596899939728902,0.0007229651079213079,1.4155968920574474e-05,0.6197441348189296,0.5384807168117223,0.04030519148957837
0.00517,0.0008609301246404255,0.0007240421875874778,1.4237128692260227e-05,0.6203865529326552,0.5385981892285189,0.04085546788655694
0.0051719999999999995,0.0008621715402504493,0.0007251194981481095,1.4319393748871095e-05,0.6210290763703701,0.5387116134702585,0.04141047508074788
0.005174,0.0008634142410085992,0.0007261970315186059,1.4402773544860913e-05,0.6216717001141315,0.5388210013122543,0.0419702059158464
0.005176,0.0008646582271104379,0.0007272747796380395,1.4487277520287186e-05,0.6223144191074168,0.5389263646488267,0.04253465315188661
0.0051779999999999994,0.0008659034987413765,0.0007283527344693904,1.4572915100644102e-05,0.6229572282553111,0.539027715492755,0.04310380946560734
0.00518,0.0008671500560765987,0.0007294308879997811,1.4659695696696753e-05,0.6236001224246961,0.539125065974131,0.04367766745140672
0.005182,0.000868397899280983,0.0007305092322407118,1.4747628704317077e-05,0.6242430964444412,0.5392184283399005,0.04425621962161592
0.005183999999999999,0.0008696470285090284,0.0007315877592282929,1.4836723504319316e-05,0.624886145105595,0.5393078149539345,0.04483945840625049
0.005186,0.0008708974439047782,0.0007326664610234797,1.4926989462295674e-05,0.6255292631615798,0.5393932382965331,0.0454273761533184
0.005188,0.000872149145601745,0.0007337453297123038,1.5018435928452637e-05,0.626172445328386,0.5394747109638963,0.04601996512915955
0.00519,0.0008734021337228362,0.0007348243574061048,1.5111072237448197e-05,0.6268156862847699,0.5395522456671972,0.04661721751917596
0.005192,0.0008746564083802796,0.000735903536241758,1.5204907708231003e-05,0.6274589806724516,0.5396258552316401,0.047219125428575044
0.005194,0.0008759119696755497,0.0007369828583819038,1.5299951643879557e-05,0.6281023230963156,0.5396955525966393,0.04782568088200742
0.005196,0.0008771688176992937,0.0007380623160151753,1.5396213331441284e-05,0.6287457081246113,0.539761350815389,0.04843687582380189
0.0051979999999999995,0.0008784269525312591,0.0007391419013564253,1.5493702041772225e-05,0.6293891302891576,0.5398232630543257,0.04905270211830694
0.0052,0.000879686374240221,0.0007402216066469519,1.5592427029377478e-05,0.6300325840855461,0.5398813025924235,0.04967315155039444
0.005202,0.0008809470828839094,0.0007413014241547229,1.569239753225331e-05,0.6306760639733443,0.5399354828199691,0.05029821582647806
0.005203999999999999,0.0008822090785089373,0.0007423813461745982,1.5793622771730235e-05,0.6313195643762789,0.5399858172385926,0.050927886574313234
0.005206,0.0008834723611507298,0.0007434613650285518,1.5896111952315617e-05,0.6319630796824596,0.5400323194610005,0.05156215534305026
0.005208,0.000884736930833453,0.0007445414730658937,1.599987426153679e-05,0.6326066042446028,0.5400750032104139,0.05220101360358071
0.005209999999999999,0.0008860027875699426,0.0007456216626634906,1.61049188697849e-05,0.6332501323802425,0.5401138823199774,0.05284445274892075
0.005212,0.0008872699313616349,0.0007467019262259845,1.621125493015998e-05,0.6338936583719451,0.5401489707316004,0.053492464095153916
0.005214,0.0008885383621984964,0.0007477822561860093,1.631889157831769e-05,0.6345371764675236,0.5401802824954492,0.0541450388817324
0.005216,0.0008898080800589542,0.0007488626450044077,1.6427837932315707e-05,0.6351806808802548,0.5402078317699491,0.054802168271271316
0.0052179999999999995,0.0008910790849098283,0.0007499430851704469,1.6538103092460373e-05,0.6358241657890971,0.540231632821247,0.055463843349876016
0.00522,0.000892351376706262,0.0007510235692020338,1.664969614115402e-05,0.6364676253389098,0.5402517000226424,0.05613005512749705
0.005222,0.0008936249553916547,0.0007521040896459285,1.676262614274316e-05,0.6371110536406744,0.5402680478537161,0.05680079453858401
0.0052239999999999995,0.0008948998208975938,0.000753184639077955,1.687690214336856e-05,0.6377544447717169,0.5402806908992502,0.0574760524429411
0.005226,0.0008961759731437881,0.000754265210103213,1.6992533170815653e-05,0.6383977927759306,0.5402896438493258,0.05815581962542321
0.005228,0.0008974534120380008,0.0007553457953562867,1.7109528234364793e-05,0.6390410916640028,0.5402949214988921,0.05884008679614975
0.005229999999999999,0.0008987321374759835,0.000756426387501455,1.7227896324642125e-05,0.6396843354136408,0.540296538747188,0.059528844590863036
0.005232,0.0009000121493414103,0.0007575069792328989,1.7347646413471207e-05,0.6403275179697989,0.5402945105970902,0.060222083571358206
0.005234,0.0009012934475058128,0.0007585875632749076,1.7468787453726055e-05,0.640970633244909,0.5402888521538851,0.06091979422647936
0.005235999999999999,0.0009025760318285152,0.0007596681323820834,1.7591328379185607e-05,0.6416136751191106,0.5402795786249597,0.06162196697220911
0.005238,0.0009038599021565696,0.0007607486793395448,1.771527810438777e-05,0.6422566374404837,0.5402667053196513,0.06232859215160001
0.00524,0.0009051450583246925,0.0007618291969631309,1.7840645524483922e-05,0.642899514025281,0.5402502476486648,0.06303966003512924
0.005242,0.0009064315001552015,0.000762909678099603,1.7967439515094112e-05,0.6435422986581638,0.5402302211234811,0.06375516082106535
0.0052439999999999995,0.0009077192274579519,0.0007639901156268455,1.80956689321632e-05,0.6441849850924382,0.5402066413554162,0.06447508463617184
0.005246,0.0009090082400302743,0.0007650705024540643,1.822534261181885e-05,0.6448275670502909,0.5401795240546188,0.0651994215364753
0.005248,0.0009102985376569132,0.0007661508315219842,1.8356469370229775e-05,0.6454700382230303,0.5401488850301243,0.0659281615069889
0.0052499999999999995,0.0009115901201099645,0.0007672310958030472,1.848905800346388e-05,0.6461123922713251,0.5401147401893617,0.06666129446197273
0.005252,0.0009128829871488153,0.0007683112883016075,1.862311728734715e-05,0.6467546228254464,0.5400771055375531,0.06739881024530145
0.005254,0.0009141771385200832,0.0007693914020541271,1.8758655977323244e-05,0.6473967234855094,0.5400359971770459,0.0681406986308956
0.005255999999999999,0.0009154725739575556,0.0007704714301293692,1.889568280831449e-05,0.6480386878217023,0.5399914313061094,0.06888694932369552
0.005258,0.0009167692931821311,0.0007715513656285887,1.903420649458433e-05,0.6486805093745069,0.5399434242185928,0.06963755195979182
0.00526,0.0009180672959017592,0.000772631201685724,1.917423572959944e-05,0.6493221816549788,0.539891992303714,0.07039249610637163
0.005262,0.0009193665818113827,0.0007737109314675865,1.9315779185892248e-05,0.6499636981450001,0.5398371520454506,0.07115177126208093
0.005264,0.000920667150592879,0.00077479054817405,1.9458845514924235e-05,0.6506050522975294,0.5397789200219271,0.07191536685739684
0.005266,0.0009219690019150028,0.0007758700450382382,1.9603443346950093e-05,0.6512462375368512,0.5397173129045452,0.07268327225524918
0.005268,0.0009232721354333289,0.0007769494153267095,1.974958129088367e-05,0.6518872472588275,0.5396523474568676,0.07345547675188635
0.0052699999999999995,0.0009245765507901954,0.0007780286523396418,1.989726793416441e-05,0.6525280748311513,0.5395840405346048,0.0742319695766528
0.005272,0.000925882247614648,0.0007791077494110162,2.004651184262371e-05,0.6531687135935993,0.539512409085147,0.07501273989221213
0.005274,0.0009271892255223843,0.0007801866999087996,2.0197321560351903e-05,0.6538091568582876,0.5394374701469412,0.07579777679492193
0.0052759999999999994,0.0009284974841156986,0.0007812654972351267,2.034970560956605e-05,0.6544493979099277,0.5393592408488487,0.07658706931522899
0.005278,0.0009298070229834274,0.0007823441348264793,2.0503672490478828e-05,0.6550894300060841,0.5392777384090349,0.07738060641852172
0.00528,0.0009311178417008956,0.000783422606153864,2.0659230681169133e-05,0.6557292463774324,0.5391929801342742,0.07817837700557384
0.005281999999999999,0.0009324299398298624,0.0007845009047229895,2.081638863745261e-05,0.6563688402280193,0.5391049834198628,0.07898036991238709
0.005284,0.0009337433169184689,0.0007855790240744434,2.0975154792752395e-05,0.6570082047355239,0.5390137657490229,0.07978657391053451
0.005286,0.0009350579725011854,0.0007866569577838671,2.1135537557970654e-05,0.6576473330515188,0.5389193446922714,0.0805969777075383
0.005288,0.0009363739060987594,0.0007877346994621298,2.1297545321360875e-05,0.6582862183017341,0.5388217379067026,0.08141156994732941
0.0052899999999999996,0.0009376911172181644,0.0007888122427555003,2.1461186448401623e-05,0.6589248535863206,0.5387209631347687,0.08223033921120326
0.005292,0.0009390096053525486,0.0007898895813458174,2.1626469281671532e-05,0.6595632319801158,0.5386170382039657,0.08305327401788089
0.005294,0.0009403293699811847,0.0007909667089506598,2.179340214072409e-05,0.6602013465329104,0.5385099810265406,0.08388036282354772
0.0052959999999999995,0.0009416504105694207,0.0007920436193235151,2.1961993321962927e-05,0.6608391902697154,0.538399809598857,0.08471159402222984
0.005298,0.0009429727265686294,0.0007931203062539467,2.213225109851786e-05,0.6614767561910303,0.5382865420007528,0.08554695594617438
0.0053,0.0009442963174161608,0.0007941967635677612,2.2304183720121824e-05,0.6621140372731125,0.5381701963947219,0.08638643686640551
0.005301999999999999,0.0009456211825352931,0.0007952729851271712,2.247779941298939e-05,0.6627510264682139,0.5380507910247777,0.08723002499362316
0.005304,0.0009469473213351852,0.0007963489648309593,2.265310637969612e-05,0.6633877167048432,0.5379283442163362,0.0880777084780761
0.005306,0.0009482747332108297,0.0007974246966146395,2.283011279905773e-05,0.6640241008880774,0.5378028743757194,0.08892947540975464
0.005307999999999999,0.0009496034175430058,0.0007985001744506192,2.3008826826009986e-05,0.6646601718998391,0.5376743999895058,0.08978531381877294
0.00531,0.0009509333736982344,0.0007995753923483583,2.3189256591489302e-05,0.6652959225991713,0.5375429396238798,0.09064521167575318
0.005312,0.0009522646010287308,0.0008006503443545285,2.3371410202314303e-05,0.6659313458225128,0.5374085119237157,0.09150915689246907
0.005314,0.0009535970988723614,0.0008017250245531686,2.355529574106906e-05,0.666566434383975,0.5372711356115316,0.09237713732261917
0.0053159999999999995,0.0009549308665525986,0.0008027994270658402,2.374092126598681e-05,0.6672011810756192,0.5371308294873928,0.09324914076166144
0.005318,0.0009562659033784771,0.000803873546051782,2.392829481083366e-05,0.6678355786677358,0.5369876124283692,0.09412515494708798
0.00532,0.0009576022086445509,0.0008049473757080634,2.4117424384793047e-05,0.668469619909123,0.536841503387879,0.0950051675588091
0.0053219999999999995,0.0009589397816308497,0.0008060209102697365,2.430831797235097e-05,0.6691032975273677,0.5366925213950299,0.09588916621954106
0.005324,0.0009602786216028381,0.0008070941440099864,2.450098353318214e-05,0.6697366042291273,0.5365406855536519,0.09677713849549602
0.005326,0.0009616187278113726,0.0008081670712402799,2.4695429002037883e-05,0.6703695327004108,0.5363860150413394,0.09766907189706064
0.005327999999999999,0.0009629600994926621,0.0008092396863105127,2.489166228863431e-05,0.6710020756068623,0.536228529109333,0.09856495387864847
0.00533,0.0009643027358682259,0.0008103119836091559,2.5089691277540615e-05,0.671634225594046,0.5360682470819363,0.09946477183900848
0.005332,0.0009656466361448552,0.0008113839575634019,2.528952382806814e-05,0.6722659752877297,0.5359051883558542,0.10036851312161008
0.005333999999999999,0.0009669917995145728,0.0008124556026393086,2.54911677741602e-05,0.6728973172941721,0.5357393723995274,0.1012761650150322
0.005336,0.0009683382251545947,0.0008135269133419414,2.5694630924282862e-05,0.6735282442004082,0.5355708187521651,0.10218771475364737
0.005338,0.0009696859122272924,0.0008145978842155143,2.5899921061317413e-05,0.6741587485745372,0.5353995470227978,0.10310314951828588
0.00534,0.0009710348598801543,0.0008156685098435287,2.61070459424531e-05,0.6747888229660092,0.5352255768901366,0.10402245643610696
0.0053419999999999995,0.0009723850672457497,0.0008167387848489133,2.631601329908005e-05,0.6754184599058718,0.5350489281020221,0.10494562258091204
0.005344,0.0009737365334416918,0.0008178087038941605,2.6526830836682964e-05,0.6760476519070491,0.5348696204747693,0.10587263497353053
0.005346,0.0009750892575706013,0.0008188782616814637,2.673950623473553e-05,0.6766763914646808,0.5346876738924484,0.10680348058220741
0.0053479999999999995,0.0009764432387200723,0.000819947452952851,2.6954047146595797e-05,0.6773046710564198,0.5345031083059673,0.10773814632323013
0.00535,0.0009777984759626367,0.0008210162724903188,2.7170461199403137e-05,0.6779324831427218,0.5343159437320527,0.10867661906165926
0.005352,0.0009791549683557301,0.000822084715115962,2.7388755993975686e-05,0.6785598201671403,0.5341262002530855,0.10961888561121651
0.005353999999999999,0.0009805127149416588,0.0008231527756921061,2.760893910470791e-05,0.6791866745566192,0.5339338980165269,0.1105649327345755
0.005356,0.000981871714747567,0.0008242204491214355,2.7831018079468893e-05,0.6798130387217879,0.5337390572342452,0.111514747143748
0.005358,0.000983231966785403,0.0008252877303471227,2.8055000439501386e-05,0.6804389050572559,0.5335416981818452,0.11246831550046994
0.00536,0.0009845934700518895,0.0008263546143529541,2.8280893679321718e-05,0.6810642659419092,0.5333418411978469,0.11342562441673243
0.005362,0.0009859562235284911,0.0008274210961634554,2.8508705266621195e-05,0.6816891137392066,0.5331395066825656,0.11438666045560766
0.005364,0.0009873202261813845,0.0008284871708440144,2.8738442642168336e-05,0.6823134407974768,0.5329347150978723,0.11535141013120752
0.005366,0.0009886854769614276,0.0008295528335010038,2.897011321971106e-05,0.6829372394502172,0.5327274869666833,0.11631985990890602
0.0053679999999999995,0.0009900519748041313,0.0008306180792819025,2.9203724385879627e-05,0.6835605020163917,0.532517842872286,0.11729199620572515
0.00537,0.0009914197186296297,0.0008316829033754163,2.9439283500090286e-05,0.6841832208007297,0.5323058034576619,0.1182678053907208
0.005372,0.0009927887073426526,0.0008327473010115954,2.9676797894449762e-05,0.684805388094027,0.5320913894247593,0.11924727378541897
0.0053739999999999994,0.0009941589398324974,0.0008338112674619524,2.9916274873660986e-05,0.6854269961734454,0.5318746215333632,0.12023038766464815
0.005376,0.000995530414973003,0.0008348747980395766,3.0157721714930073e-05,0.6860480373028115,0.531655520600619,0.12121713325672841
0.005378,0.000996903131622522,0.0008359378880992489,3.040114566787329e-05,0.6866685037328599,0.5314341075007197,0.12220749674355519
