t_s,x0_m,x1_m,x2_m,v0_m_per_s,v1_m_per_s,v2_m_per_s
0.033866,0.03628414360915828,0.021455071902784027,0.006367229651170495,-1.5429899607979827,-4.7516515288054455,7.1729231966255975
0.033867999999999995,0.03628104434461966,0.021445572475470732,0.006381567978802649,-1.556285912006684,-4.747723900667133,7.165336243932478
0.03387,0.0362779184278213,0.021436081179724335,0.00639589076900062,-1.5696421652438144,-4.74352020456064,7.157385859104137
0.033872,0.036274765738456304,0.021426598566380486,0.00641019729542207,-1.5830584219956072,-4.739041744444867,7.149072567913661
0.033874,0.036271586156822036,0.021417125183647426,0.006424486832796666,-1.5965343765071027,-4.734289843717355,7.140396916576995
0.033875999999999996,0.03626837956383461,0.021407661577067347,0.006438758656966884,-1.6100697157999893,-4.729265844986979,7.131359471672838
0.033878,0.03626514584104328,0.021398208289478214,0.006453012044928647,-1.6236641196917614,-4.7239711098356585,7.1219608200526805
0.03388,0.036261884870644884,0.021388765860976038,0.006467246274871787,-1.6373172608153372,-4.718407018585578,7.112201568756301
0.033881999999999995,0.03625859653549815,0.021379334828877637,0.006481460626220326,-1.651028804639933,-4.71257497005725,7.1020823449190535
0.033884,0.03625528071913801,0.02136991572768389,0.006495654379672583,-1.664798409492596,-4.706476381331521,7.091603795683205
0.033886,0.03625193730578985,0.02136050908904345,0.00650982681724109,-1.6786257265809341,-4.700112687503687,7.080766588102198
0.033888,0.03624856618038378,0.021351115441716962,0.006523977222292321,-1.692510400016774,-4.6934853414408435,7.06957140904849
0.033889999999999997,0.03624516722856874,0.021341735311541776,0.006538104879586235,-1.7064520668407446,-4.686595813531671,7.058018965114263
0.033892,0.036241740336726634,0.02133236922139713,0.006552209075315618,-1.720450357047706,-4.679445591440451,7.046109982516557
0.033894,0.0362382853919864,0.02132301769116987,0.0065662890971452306,-1.7345048936132703,-4.672036179851961,7.033845206993869
0.033895999999999996,0.036234802282238035,0.02131368123772066,0.006580344234250752,-1.7486152925210385,-4.664369100222971,7.0212254037092885
0.033898,0.03623129089614654,0.021304360374850683,0.006594373777357528,-1.7627811627909364,-4.656445890522292,7.008251357142761
0.0339,0.0362277511231658,0.02129505561326888,0.006608377018779098,-1.77700210650848,-4.648268104979669,6.994923870992246
0.033902,0.036224182853552445,0.021285767460559678,0.006622353252455527,-1.7912777188548255,-4.639837313822151,6.981243768062565
0.033904,0.03622058597837963,0.021276496421151262,0.006636301773991513,-1.8056075881379412,-4.631155103019069,6.967211890163028
0.033906,0.03621696038955072,0.021267242996284363,0.006650221880694285,-1.8199912958245212,-4.622223074017429,6.952829097995557
0.033908,0.03621330597981299,0.021258007683981534,0.006664112871611281,-1.8344284165728548,-4.6130428434803425,6.938096271045867
0.033909999999999996,0.03620962264277117,0.02124879097901701,0.0066779740475676076,-1.8489185182666337,-4.6036160430245445,6.923014307473799
0.033912,0.03620591027290096,0.02123959337288706,0.006691804711203266,-1.8634611620496175,-4.593944318951007,6.907584123996773
0.033914,0.03620216876556248,0.021230415353780875,0.0067056041670101665,-1.8780559023611876,-4.584029331983498,6.891806655781007
0.033916,0.03619839801701366,0.02122125740655199,0.006719371721368901,-1.8927022869728083,-4.573872756996817,6.875682856322475
0.033918,0.03619459792442352,0.02121212001269027,0.00673310668258529,-1.9073998570253654,-4.563476282749125,6.859213697331738
0.03392,0.0361907683858854,0.021203003650294386,0.006746808360926696,-1.9221481470673734,-4.552841611614691,6.842400168619029
0.033922,0.036186909300430094,0.021193908794044876,0.006760476068658102,-1.9369466850940522,-4.541970459308754,6.825243277971315
0.033923999999999996,0.03618302056803894,0.021184835915177717,0.006774109120077951,-1.9517949925872604,-4.530864554619086,6.807744051035728
0.033926,0.03617910208965678,0.021175785481458466,0.006787706831553735,-1.9666925845562826,-4.519525639134603,6.789903531199787
0.033928,0.036175153767204885,0.021166757957156918,0.006801268521557368,-1.9816389695794683,-4.507955466968659,6.771722779466027
0.03393,0.036171175503593764,0.02115775380302234,0.006814793510700281,-1.996633649846708,-4.496155804488066,6.753202874331936
0.033932,0.03616716720273591,0.02114877347625924,0.006828281121768301,-2.011676121202749,-4.484128430040148,6.734344911667517
0.033934,0.03616312876955841,0.021139817430503666,0.006841730679756257,-2.0267658731913385,-4.471875133675495,6.715150004588198
0.033936,0.03615906011001554,0.021130886115800093,0.006855141511902359,-2.041902389100177,-4.459397716873212,6.695619283329665
0.033937999999999996,0.036154961131101226,0.021121979978578825,0.006868512947722305,-2.05708514600666,-4.446697992267747,6.67575389512377
0.03394,0.036150831740861415,0.02111309946163397,0.006881844319043149,-2.0723136148244685,-4.433777783373051,6.65555500407123
0.033942,0.036146671848406337,0.021104245004101952,0.006895134960036913,-2.0875872603509773,-4.420638924304953,6.635023791012031
0.033943999999999995,0.036142481363922715,0.02109541704144059,0.006908384207253931,-2.10290554131533,-4.407283259506123,6.61416145339763
0.033946,0.03613826019868584,0.0210866160054087,0.00692159139965595,-2.118267910427422,-4.393712643471539,6.592969205163069
0.033948,0.03613400826507155,0.021077842324046296,0.006934755878648964,-2.1336738144275254,-4.379928940472738,6.571448276597112
0.03395,0.03612972547656816,0.021069096421655286,0.006947876988115793,-2.1491226941367976,-4.365934024282016,6.549599914211657
0.033951999999999996,0.036125411747788196,0.021060378718780765,0.006960954074448396,-2.1646139845084122,-4.351729777896277,6.527425380609917
0.033954,0.03612106699448011,0.021051689632192824,0.006973986486579924,-2.1801471146796434,-4.337318093262338,6.504925954355405
0.033956,0.03611669113353986,0.021043029574868945,0.0069869735760165076,-2.195721508024592,-4.322700871002949,6.482102929840672
0.033957999999999995,0.03611228408302235,0.021034398955976898,0.006999914696868785,-2.2113365822075526,-4.307880020142612,6.458957617154892
0.03396,0.03610784576215286,0.02102579818085823,0.007012809205883162,-2.2269917492370226,-4.292857457834012,6.435491341951016
0.033962,0.036103376091338235,0.021017227651012278,0.007025656462472805,-2.2426864155204616,-4.27763510908502,6.411705445312571
0.033964,0.036098874992178065,0.02100868776408073,0.007038455828748369,-2.2584199819199813,-4.262214906486157,6.38760128362015
0.033965999999999996,0.036094342387475734,0.02100017891383273,0.00705120666954846,-2.274191843808881,-4.246598789938652,6.363180228417592
0.033968,0.0360897782012493,0.020991701490150522,0.007063908352469826,-2.2900013911282273,-4.230788706383978,6.338443666277917
0.03397,0.036085182358742335,0.02098325587901566,0.007076560247897279,-2.3058480084441255,-4.21478660953426,6.313392998669034
0.033971999999999995,0.03608055478643461,0.020974842462495716,0.007089161729033355,-2.3217310750061366,-4.198594459603154,6.288029641819244
0.033974,0.03607589541205266,0.020966461618731544,0.0071017121719276965,-2.337649964806853,-4.182214223037264,6.262355026582597
0.033976,0.036071204164580234,0.0209581137219251,0.00711421095550617,-2.353604046640688,-4.165647872250077,6.236370598304104
0.033978,0.03606648097426866,0.020949799142327752,0.007126657461599714,-2.369592684163532,-4.148897385356816,6.210077816684839
0.033979999999999996,0.036061725772647026,0.020941518246229154,0.0071390510749729155,-2.3856152359547678,-4.131964745908792,6.1834781556469816
0.033982,0.03605693849253232,0.020933271395946636,0.007151391183352317,-2.401671055578259,-4.114851942630668,6.156573103198793
0.033984,0.03605211906803932,0.02092505894981512,0.007163677177454453,-2.417759491643104,-4.097560969159921,6.129364161299588
0.033985999999999995,0.036047267434590524,0.02091688126217755,0.0071759084510136205,-2.4338798878679535,-4.080093823784725,6.10185284572469
0.033988,0.03604238352892582,0.02090873868337585,0.007188084400809371,-2.4500315831435087,-4.062452509185701,6.074040685930435
0.03399,0.0360374672891121,0.020900631559742405,0.00720020442669374,-2.46621391159491,-4.044639032179881,6.045929224919228
0.033992,0.0360325186545527,0.02089256023359204,0.0072122679316182076,-2.4824262026486505,-4.0266554034622875,6.017520019104663
0.033993999999999996,0.036027537565996776,0.02088452504321451,0.007224274321660379,-2.4986677810947517,-4.008503637354471,5.98881463817681
0.033996,0.036022523965548454,0.02087652632286751,0.007236223006050409,-2.5149379671534375,-3.990185751551802,5.959814664968619
0.033998,0.036017477796675974,0.020868564402770174,0.007248113397197152,-2.5312360765414326,-3.971703766872691,5.930521695321747
0.033999999999999996,0.036012399004220555,0.020860639609097075,0.007259944910714045,-2.547561420536198,-3.953059707011084,5.900937337951497
0.034002,0.03600728753440527,0.020852752263972728,0.00727171696544472,-2.563913306046207,-3.9342555982860388,5.871063214312669
0.034004,0.03600214333484369,0.020844902685466585,0.007283428983488349,-2.580291035674107,-3.9152934694016692,5.840900958466486
0.034006,0.03599696635454841,0.020837091187588492,0.007295080390224728,-2.596693907789157,-3.896175351201807,5.810452216949281
0.034008,0.0359917565439395,0.020829318080284674,0.0073066706143390895,-2.6131212165907267,-3.876903276432004,5.779718648637413
0.03401,0.03598651385485269,0.02082158366943416,0.007318199087846651,-2.6295722521820255,-3.8574792794952137,5.748701924613838
0.034012,0.035981238240547615,0.020813888256845686,0.007329665246116898,-2.6460463006341883,-3.8379053962235234,5.7174037280387715
0.034013999999999996,0.035975929655715694,0.02080623214025511,0.007341068527897603,-2.6625426440611544,-3.8181836636376123,5.685825754016645
0.034016,0.03597058805648803,0.02079861561332324,0.007352408375338586,-2.67906056068463,-3.798316119717894,5.653969709462553
0.034018,0.035965213400443105,0.020791038965634143,0.007363684234015202,-2.6955993249090993,-3.7783048031745894,5.621837312975277
0.03402,0.035959805646614385,0.02078350248269393,0.007374895552951581,-2.712158207389523,-3.7581517532203885,5.589430294703371
0.034022,0.03595436475549769,0.020776006445929963,0.0073860417846435935,-2.7287364751036085,-3.737859009345877,5.556750396216174
0.034024,0.0359488906890585,0.020768551132690525,0.007397122385081566,-2.745333391425176,-3.717428611096791,5.523799370375381
0.034026,0.03594338341073912,0.020761136816244932,0.007408136813772733,-2.761948216192214,-3.696862597855381,5.4905789812031145
0.034027999999999996,0.03593784288546563,0.02075376376578408,0.007419084533763432,-2.778580205783863,-3.676163008622259,5.457091003756916
0.03403,0.035932269079654765,0.020746432246421417,0.007429965011661042,-2.795228613190497,-3.655331881800466,5.423337223997779
0.034032,0.03592666196122061,0.020739142519194346,0.00744077771765567,-2.8118926880857162,-3.6343712549882197,5.389319438666253
0.034034,0.03592102149958114,0.020731894841066065,0.007451522125541576,-2.8285716769035267,-3.6132831647625254,5.355039455152276
0.034036,0.03591534766566467,0.020724689464927795,0.007462197712738349,-2.845264822909263,-3.592069646477489,5.320499091370924
0.034038,0.03590964043191608,0.020717526639601445,0.007472803960311828,-2.861971366272752,-3.5707327340601904,5.285700175635593
0.03404,0.03590389977230293,0.020710406609842656,0.007483340352994778,-2.8786905441453547,-3.5492744598060333,5.250644546532063
0.034041999999999996,0.03589812566232148,0.020703329616344274,0.007493806379207307,-2.8954215907339376,-3.527696854182703,5.215334052795602
0.034044,0.0358923180790024,0.020696295895740194,0.007504201531077038,-2.9121637373740126,-3.5060019456341185,5.1797705531848175
0.034046,0.035886477000916545,0.02068930568060961,0.007514525304459038,-2.928916212605249,-3.4841917603880663,5.143955916359043
0.034048,0.03588060240818041,0.020682359199481623,0.007524777198955493,-2.945678242248531,-3.4622683222650195,5.107892020755962
0.03405,0.03587469428246149,0.02067545667684026,0.007534956717935142,-2.9624490494811235,-3.440233652490337,5.071580754468274
0.034052,0.035868752606983544,0.020668598333129836,0.007545063368552465,-2.9792278549114033,-3.4180897695113504,5.035024015122255
0.034054,0.03586277736653159,0.020661784384760705,0.007555096661766633,-2.9960138766550775,-3.395838688816294,4.998223709757171
0.034055999999999996,0.035856768547456855,0.020655015044115342,0.007565056112360207,-3.0128063304116144,-3.3734824227554907,4.96118175470464
0.034058,0.03585072613768152,0.0206482905195548,0.007574941238957607,-3.029604429541032,-3.3510229803653044,4.923900075468602
0.03406,0.035844650126703334,0.020641611015425526,0.007584751564043338,-3.0464073851410545,-3.3284623671952027,4.886380606606241
0.034061999999999995,0.035838540505600036,0.02063497673206648,0.007594486613979975,-3.063214406123267,-3.305802585138926,4.848625291609497
0.034064,0.03583239726703367,0.020628387865816628,0.007604145919025913,-3.0800246992899614,-3.2830456322681787,4.810636082787239
0.034066,0.035826220405254725,0.020621844609022756,0.007613729013352893,-3.096837469411341,-3.260193502668973,4.77241494114794
0.034068,0.03582000991610612,0.02061534715004758,0.0076232354350632735,-3.113651919302842,-3.2372481862810654,4.733963836283016
0.034069999999999996,0.03581376579702703,0.02060889567327823,0.007632664726207084,-3.1304672499025683,-3.2142116687404934,4.695284746250849
0.034072,0.035807488047056565,0.02060249035913498,0.007642016432798844,-3.1472826603488473,-3.1910859312251247,4.656379657461402
0.034074,0.035801176666837305,0.020596131384080334,0.007651290104834153,-3.164097348057871,-3.1678729503032823,4.617250564561467
0.034075999999999995,0.03579483165861865,0.020589818920628385,0.007660485296306048,-3.1809105088014435,-3.1445746977854303,4.577899470320544
0.034078,0.03578845302626004,0.020583553137354497,0.007669601565221134,-3.1977213367848094,-3.1211931405789244,4.53832838551732
0.03408,0.035782040775234,0.020577334198905207,0.0076786384736154895,-3.214529024724569,-3.0977302405458045,4.498539328826763
0.034082,0.03577559491262907,0.02057116226600852,0.007687595587570353,-3.2313327639266625,-3.074187954363692,4.458534326707843
0.034083999999999996,0.0357691154471525,0.020565037495484367,0.0076964724772275684,-3.2481317443644233,-3.0505682333896966,4.418315413291816
0.034086,0.03576260238913286,0.02055896004025538,0.0077052687168048285,-3.2649251547566953,-3.0268730235274566,4.377884630271169
0.034088,0.03575605575052251,0.020552930049357963,0.007713983884610679,-3.281712182646002,-3.0031042650970856,4.3372440267890315
0.034089999999999995,0.03574947554489979,0.020546947667953563,0.0077226175630593155,-3.2984920144767678,-2.9792638927082797,4.296395659329237
0.034092,0.03574286178747123,0.020541013037340218,0.007731169338685151,-3.3152638356735773,-2.955353835136295,4.255341591606841
0.034094,0.035736214495073415,0.020535126294964342,0.007739638802157173,-3.3320268307193297,-2.9313760152014368,4.214083894459497
0.034096,0.03572953368617491,0.020529287574432762,0.00774802554829308,-3.3487801832327397,-2.9073323496520476,4.172624645739204
0.034097999999999996,0.03572281938087779,0.02052349700552498,0.007756329176073198,-3.3655230760469395,-2.883224749049147,4.130965930204313
0.0341,0.03571607160091919,0.02051775471420565,0.007764549288654192,-3.382254691288082,-2.8590551176543917,4.089109839412366
0.034102,0.035709290369672665,0.020512060822637283,0.007772685493382551,-3.3989742104536798,-2.8348253533215124,4.047058471613681
0.034103999999999995,0.03570247571214931,0.020506415449193193,0.0077807374018078745,-3.4156808144909214,-2.8105373473901425,4.0048139316448506
0.034106,0.03569562765499884,0.0205008187084706,0.007788704629695935,-3.4323736838736902,-2.786192984584278,3.962378330823097
0.034108,0.03568874622651042,0.02049527071130397,0.007796586797041532,-3.4490519986799866,-2.7617941429134794,3.9197537868413437
0.03411,0.03568183145661338,0.02048977156477856,0.0078043835280811455,-3.465714938671687,-2.7373426935737664,3.8769424236628853
0.034111999999999996,0.03567488337687778,0.02048432137224411,0.007812094451305363,-3.4823616833728677,-2.712840500854091,3.8339463714177637
0.034114,0.035667902020514834,0.020478920233328767,0.007819719199471118,-3.498991412145667,-2.688289422046836,3.790767766298316
0.034116,0.0356608874223771,0.020473568243953164,0.007827257409613705,-3.515603304267687,-2.6636913073607347,3.7474087504562617
0.034117999999999996,0.03565383961895861,0.020468265496344666,0.0078347087230586,-3.5321965390124315,-2.6390479998325285,3.7038714718992067
0.03412,0.03564675864839482,0.02046301207905181,0.007842072785433063,-3.548770295725267,-2.6143613352468726,3.660158084388519
0.034122,0.035639644550462306,0.02045780807695887,0.00784934924667755,-3.565323753898763,-2.58963314205864,3.6162707473366478
0.034124,0.03563249736657849,0.02045265357130061,0.00785653776105691,-3.581856093254061,-2.564865241312701,3.572211625705595
0.034126,0.03562531713980104,0.020447548639677175,0.007863637987171383,-3.5983664938152016,-2.540059446573044,3.5279828899053562
0.034128,0.03561810391482724,0.020442493356069114,0.00787064958796739,-3.6148541359857527,-2.5152175638521914,3.4835867156926494
0.03413,0.03561085773799308,0.020437487790852565,0.00787757223074814,-3.631318200629057,-2.49034139153983,3.439025284070191
0.034131999999999996,0.035603578657272324,0.020432532010814557,0.007884405587184005,-3.6477578691399652,-2.465432720342599,3.3943007811863244
0.034134,0.03559626672227536,0.02042762607916845,0.007891149333322717,-3.664172323526311,-2.4404933332161924,3.349415398234459
0.034136,0.03558892198424787,0.02042277005556948,0.007897803149599364,-3.6805607464813725,-2.4155250053097985,3.3043713313535803
0.034138,0.03558154449606943,0.020417963996130443,0.007904366720846172,-3.6969223214626754,-2.3905295039059133,3.259170781528259
0.03414,0.035574134312251836,0.02041320795343748,0.007910839736302102,-3.7132562327663794,-2.3655085883675424,3.213815954489425
0.034142,0.03556669148893742,0.02040850197656598,0.00791722188962224,-3.72956166560408,-2.3404640100853134,3.1683090606152895
0.034144,0.035559216083897116,0.020403846111096545,0.007923512878887005,-3.7458378061774966,-2.3153975124288295,3.1226523148322274
0.034145999999999996,0.03555170815652837,0.020399240399131106,0.007929712406611123,-3.762083841755062,-2.2903108306987248,3.0768479365161254
0.034148,0.03554416776785299,0.020394684879309097,0.007935820179752457,-3.7782989607451976,-2.2652056920843653,3.0308981493939298
0.03415,0.03553659498051477,0.02039017958682372,0.007941835909720581,-3.7944823527739397,-2.2400838156193745,2.9848051814452825
0.034152,0.035528989858776956,0.02038572455343829,0.007947759312385203,-3.810633208756222,-2.2149469121457663,2.9385712648043443
0.034154,0.03552135246851964,0.020381319807502674,0.007953590108084383,-3.8267507209738274,-2.189796684273622,2.892198635661771
0.034156,0.035513682877236885,0.020376965373969765,0.007959328021632532,-3.842834083146891,-2.164634826349385,2.8456895341668327
0.034158,0.03550598115403385,0.020372661274412063,0.007964972782328241,-3.8588824905088193,-2.139463024422841,2.7990462043296356
0.034159999999999996,0.03549824736962364,0.020368407527038286,0.007970524123961901,-3.8748951398809237,-2.1142829562165293,2.7522708939234914
0.034162,0.035490481596324064,0.02036420414671005,0.007975981784823137,-3.8908712297437393,-2.0890962911006166,2.7053658543874954
0.034164,0.03548268390805426,0.02036005114495862,0.007981345507708036,-3.9068099603116475,-2.0639046900661953,2.6583333407288987
0.034165999999999995,0.035474854380331156,0.020355948530001656,0.00798661503992619,-3.922710533605891,-2.038709805702302,2.6111756114256774
0.034168,0.03546699309026575,0.020351896306760073,0.007991790133307534,-3.938572153525824,-2.0135132821769006,2.56389492832944
0.03417,0.03545910011655931,0.02034789447687488,0.007996870544209007,-3.954394025921873,-1.9883167552174925,2.516493556567803
0.034172,0.035451175539499405,0.02034394303872409,0.008001856033521002,-3.9701753586678565,-1.9631218520948763,2.4689737644474703
0.034173999999999996,0.03544321944095575,0.020340041987439637,0.008006746366673615,-3.985915361732172,-1.9379301916092582,2.4213378233567155
0.034176,0.03543523190437599,0.020336191314924344,0.008011541313642732,-4.001613247248728,-1.9127433840787842,2.3735880076682796
0.034178,0.035427213014781286,0.02033239100986887,0.008016240648955883,-4.017268229588328,-1.8875630313292078,2.3257265946421044
0.034179999999999995,0.03541916285876176,0.020328641057768746,0.008020844151697928,-4.032879525429405,-1.8623907266859454,2.2777558643281015
0.034182,0.03541108152447179,0.020324941440941338,0.008025351605516538,-4.048446353828207,-1.837228054968173,2.2296780994687286
0.034184,0.03540296910162523,0.02032129213854289,0.008029762798627485,-4.0639679362885825,-1.8120765924853515,2.1814955854019455
0.034186,0.035394825681490404,0.020317693126585535,0.00803407752381973,-4.07944349683159,-1.786937907034878,2.1332106099635
0.034187999999999996,0.035386651356885034,0.020314144377954334,0.008038295578460322,-4.094872262064742,-1.7618135579022935,2.084825463389822
0.03419,0.03537844622217099,0.020310645862424277,0.00804241676449911,-4.110253461250992,-1.736705095862628,2.036342438220221
0.034192,0.035370210373248896,0.020307197546677314,0.008046440888473243,-4.125586326377111,-1.711614063184433,1.9877638291996467
0.034193999999999995,0.03536194390755261,0.020303799394319366,0.008050367761511483,-4.140870092221869,-1.6865419936346564,1.9390919331806118
0.034196,0.0353536469240436,0.02030045136589731,0.008054197199338331,-4.156103996423696,-1.6614904124862975,1.8903290490258873
0.034198,0.03534531952320515,0.020297153418915963,0.00805792902227794,-4.171287279548018,-1.6364608365269004,1.8414774775103042
0.0342,0.035336961807036424,0.020293905507855047,0.008061563055257848,-4.186419185154214,-1.6114547740691327,1.7925395212228512
0.034201999999999996,0.035328573879046414,0.020290707584186128,0.008065099127812501,-4.201498959862161,-1.5864737249631422,1.743517484468777
0.034204,0.03532015584424777,0.02028755959638951,0.008068537074086595,-4.216525853418349,-1.5615191806101076,1.6944136731711306
0.034206,0.035311707809150446,0.02028446148997115,0.00807187673283821,-4.231499118761603,-1.53659262397762,1.645230394772441
0.034207999999999995,0.035303229881755306,0.02028141320747947,0.008075117947441752,-4.246418012088379,-1.5116955296167118,1.59596995813636
0.03421,0.03529472217154749,0.0202784146885222,0.008078260565890692,-4.26128179291763,-1.4868293636802636,1.5466346734490142
0.034212,0.03528618478948973,0.020275465869783158,0.008081304440800118,-4.276089724155238,-1.461995583942751,1.4972268521200913
0.034214,0.03527761784801548,0.020272566685038955,0.00808424942940908,-4.290841072158041,-1.4371956398216346,1.4477488066839928
0.034215999999999996,0.03526902146102203,0.02026971706517572,0.00808709539358274,-4.3055351067974215,-1.412430972400026,1.398202850700704
0.034218,0.035260395743863325,0.020266916938205724,0.008089842199814325,-4.32017110152236,-1.3877030144508482,1.3485912986565483
0.03422,0.03525174081334279,0.02026416622928398,0.00809248971922688,-4.334748333422145,-1.3630131904622236,1.2989164658647643
0.034221999999999995,0.035243056787706,0.020261464860724793,0.008095037827574827,-4.349266083288648,-1.3383629166641071,1.249180668365889
0.034224,0.035234343786633156,0.02025881275201824,0.008097486405245309,-4.363723635677936,-1.3137536010564008,1.1993862228279775
0.034226,0.035225601931231566,0.02025620981984661,0.008099835337259352,-4.3781202789716245,-1.2891866434380894,1.1495354464466518
0.034228,0.03521683134402789,0.020253655978100766,0.008102084513272824,-4.3924553054376325,-1.2646634354376962,1.0996306568449632
0.03423,0.035208032148960296,0.02025115113789646,0.008104233827577183,-4.406728011290524,-1.2401853605448276,1.0496741719730749
0.034232,0.035199204471370565,0.020248695207590577,0.00810628317910003,-4.420937696751427,-1.2157537941428493,0.9996683100078023
0.034234,0.035190348437995955,0.02024628809279731,0.00810823247140547,-4.4350836661075,-1.1913701035425042,0.9496153892518941
0.034235999999999996,0.03518146417696105,0.02024392969640428,0.008110081612694251,-4.449165227770508,-1.1670356480170578,0.8995177280331517
0.034238,0.035172551817769425,0.020241619918588572,0.008111830515803725,-4.4631816943352,-1.1427517788381043,0.8493776446033323
0.03424,0.03516361149129523,0.020239358656832695,0.008113479098207586,-4.47713238263741,-1.118519839312289,0.7991974570370065
0.034242,0.035154643329774686,0.02023714580594048,0.00811502728201542,-4.491016613811507,-1.0943411648191756,0.7489794831302531
0.034244,0.035145647466797374,0.020234981258052894,0.008116474993972042,-4.504833713346873,-1.0702170828501387,0.6987260402988453
0.034246,0.03513662403729751,0.020232864902663777,0.008117822165456636,-4.5185830111442264,-1.0461489130478525,0.648439445476293
0.034248,0.03512757317754503,0.020230796626635503,0.00811906873248169,-4.532263841571936,-1.0221379672468662,0.5981220150124418
0.034249999999999996,0.03511849502513664,0.020228776314214547,0.00812021463569172,-4.54587554352091,-0.9981855495149746,0.547776064570969
0.034252,0.0351093897189867,0.02022680384704699,0.008121259820361808,-4.559417460459148,-0.9742929561951941,0.4974039090267119
0.034254,0.035100257399318,0.0202248791041939,0.008122204236395906,-4.5728889404866075,-0.9504614759490962,0.4470078623642343
0.034256,0.03509109820765245,0.020223001962146683,0.008123047838324963,-4.586289336388364,-0.9266923897994649,0.3965902375736924
0.034258,0.035081912286801686,0.020221172294842302,0.008123790585304835,-4.599618005687703,-0.9029869711762857,0.3461533465495888
0.03426,0.035072699780857496,0.020219389973678406,0.008124432441113983,-4.612874310699341,-0.8793464859594826,0.2956994999861671
0.034262,0.03506346083518222,0.02021765486752841,0.008124973374150975,-4.626057618580562,-0.8557721925271756,0.2452310072759487
0.034263999999999996,0.035054195596398975,0.020215966842756422,0.008125413357431775,-4.639167301383447,-0.8322653417992694,0.19475017640453174
0.034266,0.03504490421238186,0.020214325763232142,0.008125752368586831,-4.652202736105389,-0.8088271772867065,0.14425931384913007
0.034268,0.03503558683224598,0.020212731490345616,0.008125990389857951,-4.665163304739571,-0.7854589351369412,0.09376072447321435
0.03427,0.03502624360633743,0.020211183883021917,0.008126127408094973,-4.678048394324783,-0.762161844182612,0.043256711423564714
0.034272,0.03501687468622314,0.020209682797735728,0.008126163414752228,-4.6908573969944936,-0.738937125990623,-0.007250423973052271
0.034274,0.035007480224680615,0.020208228088525827,0.008126098405884791,-4.703589710025711,-0.7157859949093408,-0.05775838231528654
0.034276,0.034998060375687645,0.02020681960700948,0.008125932382144535,-4.71624473588677,-0.692709658118856,-0.10826486623061368
0.034277999999999996,0.03498861529441186,0.020205457202396703,0.008125665348775965,-4.728821882285033,-0.669709315680762,-0.15876758047923387
0.03428,0.034979145137200185,0.020204140721504484,0.008125297315611846,-4.741320562213618,-0.6467861605880397,-0.20926423205872938
0.034282,0.034969650061568235,0.020202870008770846,0.008124828297068626,-4.753740193997732,-0.6239413788148327,-0.2597525303090582
0.034283999999999995,0.034960130226189615,0.020201644906268842,0.008124258312141641,-4.7660802013404195,-0.6011761493673161,-0.3102301870168704
0.034286,0.034950585790885086,0.02020046525372044,0.008123587384400131,-4.778340013367394,-0.5784916443350959,-0.3606949165199814
0.034288,0.034941016916611736,0.020199330888510305,0.008122815541982015,-4.790519064672,-0.5558890289418272,-0.4111444358122235
0.03429,0.034931423765451934,0.020198241645699475,0.00812194281758849,-4.802616795358522,-0.5333694615971077,-0.4615764646483495
0.034291999999999996,0.0349218065006023,0.02019719735803894,0.008120969248478395,-4.814632651085903,-0.5109340939476009,-0.5119887256489895
0.034294,0.034912165286362554,0.020196197855983124,0.008119894876462374,-4.82656608311015,-0.488584070929,-0.5623789444056561
0.034296,0.034902500288124264,0.020195242967703243,0.008118719747896836,-4.838416548326249,-0.46632053081802644,-0.6127448495858028
0.034297999999999995,0.03489281167235954,0.020194332519100574,0.008117443913677693,-4.850183509310022,-0.4441446052839706,-0.663084173037933
0.0343,0.03488309960660963,0.020193466333819632,0.008116067429233893,-4.861866434358426,-0.42205741944122865,-0.7133946498967618
0.034302,0.03487336425947343,0.020192644233261205,0.008114590354520739,-4.873464797529763,-0.40006009190133923,-0.7636740186884275
0.034304,0.03486360580059593,0.020191866036595327,0.008113012754013008,-4.884978078683585,-0.3781537348246991,-0.8139200214357564
0.034305999999999996,0.034853824400656555,0.02019113156077411,0.008111334696697852,-4.896405763519037,-0.3563394539731727,-0.8641304037635703
0.034308,0.03484402023135748,0.0201904406205445,0.00810955625606748,-4.9077473436134635,-0.3346183487620688,-0.9143029150037202
0.03431,0.034834193465411785,0.020189793028460926,0.008107677510111651,-4.919002316459725,-0.3129915123127606,-0.9644353083000694
0.034311999999999995,0.03482434427653166,0.02018918859489782,0.008105698541309932,-4.930170185503463,-0.2914600315038537,-1.0145253407142358
0.034314,0.034814472839416404,0.02018862712806205,0.008103619436623771,-4.941250460179003,-0.270024987023202,-1.064570773331092
0.034316,0.034804579329740425,0.020188108434005276,0.008101440287488331,-4.952242655945365,-0.24868745341962795,-1.1145693713636486
0.034318,0.034794663924141156,0.020187632316636138,0.008099161189804138,-4.963146294320769,-0.22744849915579435,-1.164518904257464
0.034319999999999996,0.0347847268002069,0.020187198577732404,0.00809678224392851,-4.97396090291761,-0.20630918665761155,-1.2144171457971245
0.034322,0.03477476813646466,0.020186807016952982,0.008094303554666766,-4.984686015475428,-0.18527057236655892,-1.2642618742109502
0.034324,0.03476478811236774,0.02018645743184984,0.00809172523126325,-4.995321171894294,-0.16433370679129658,-1.3140508722750244
