k_base_N_per_m,vmt_snap_force_N,B_snap_force_N,C_snap_force_N,first_stage
200.0,0.1868755573139735,0.18687505479058933,0.18687460877214088,0
500.0,0.411126094706803,0.41112622611602184,0.41112475009083593,0
1000.0,0.6852102261242659,0.6852080605044117,0.6852102168112579,0
2000.0,1.0278155525136545,1.0278141610927354,1.0278152405188814,0
5000.0,1.468307944506492,1.4683063600634294,1.4683031111076654,0
10000.0,1.713025377145777,1.7130217274905961,1.7130165318921777,0
30000.0,1.9271541026850367,1.9271480471280293,1.9271529999216457,0
100000.0,2.0153245875717998,2.0153234393448956,2.0153242013857944,0
