preload_fraction,preload_N,B_v_peak_m_per_s
0.0,0.0,9.357059351320727
0.1,0.1713025377145777,9.624152651503694
0.2,0.3426050754291554,9.262135381699245
0.3,0.5139076131437331,8.683908029473768
0.4,0.6852101508583108,8.454892374081414
0.5,0.8565126885728885,8.711033202805792
0.6,1.0278152262874662,8.719353479832789
