t_s,x0_m,x1_m,v0_m_per_s,v1_m_per_s
0.000542,2.07763382351173e-07,5.5430763394139434e-09,0.001509677738424248,5.984847314217923e-05
0.000544,2.1079898948944102e-07,5.663847615333904e-09,0.0015259502669652297,6.092564609827628e-05
0.0005459999999999999,2.1386725306817584e-07,5.786788450079497e-09,0.0015423342340892977,6.20180611289722e-05
0.000548,2.1696839625859555e-07,5.911929483623757e-09,0.001558829933645083,6.312587423673658e-05
0.0005499999999999999,2.2010264281853097e-07,6.039301668897709e-09,0.0015754376583964741,6.424924237729676e-05
0.000552,2.2327021709025497e-07,6.168936273697978e-09,0.0015921577000213185,6.538832346072468e-05
0.000554,2.2647134399830892e-07,6.300864882596542e-09,0.0016089903491101508,6.654327635250225e-05
0.000556,2.2970624904732694e-07,6.435119398852604e-09,0.0016259358951649368,6.771426087456476e-05
0.000558,2.3297515831985764e-07,6.571732046326525e-09,0.001642994626597841,6.890143780632267e-05
0.00056,2.3627829847418306e-07,6.710735371395772e-09,0.0016601668307300154,7.010496888566153e-05
0.000562,2.396158967421356e-07,6.85216224487286e-09,0.0016774527937904115,7.132501680992014e-05
0.0005639999999999999,2.429881809269124e-07,6.996045863925211e-09,0.0016948528009146074,7.256174523684696e-05
0.000566,2.4639537940088736e-07,7.142419753996916e-09,0.001712367136143661,7.381531878553453e-05
0.0005679999999999999,2.498377211034213e-07,7.291317770732338e-09,0.0017299960824229846,7.508590303733206e-05
0.00057,2.5331543553866907e-07,7.442774101901522e-09,0.0017477399216012388,7.637366453673637e-05
0.000572,2.5682875277338526e-07,7.59682326932736e-09,0.0017655989344292468,7.767877079226054e-05
0.000574,2.6037790343472756e-07,7.753500130814479e-09,0.0017835734005589325,7.900139027728096e-05
0.000576,2.639631187080575e-07,7.912839882079792e-09,0.0018016635985422782,8.034169243086229e-05
0.000578,2.675846303347401e-07,8.07487805868469e-09,0.0018198698058303046,8.169984765856044e-05
0.00058,2.7124267060994036e-07,8.239650537968797e-09,0.0018381922987720713,8.307602733320378e-05
0.0005819999999999999,2.7493747238041884e-07,8.407193540985287e-09,0.0018566313526136987,8.447040379565202e-05
0.000584,2.786692690423246e-07,8.577543634437685e-09,0.001875187241497412,8.588315035553349e-05
0.0005859999999999999,2.8243829453898627e-07,8.750737732618128e-09,0.001893860238460606,8.731444129195998e-05
0.000588,2.8624478335870203e-07,8.926813099347021e-09,0.0019126506154349293,8.87644518542199e-05
0.0005899999999999999,2.900889705325267e-07,9.105807349914072e-09,0.0019315586432453956,9.023335826244921e-05
0.000592,2.9397109163205775e-07,9.287758453020635e-09,0.00195058459160951,9.172133770828019e-05
0.000594,2.9789138276721964e-07,9.472704732723343e-09,0.0019697287291364205,9.32285683554684e-05
0.000596,3.0185008058404583e-07,9.660684870378947e-09,0.00198899132332609,9.475522934049734e-05
0.000598,3.0584742226246017e-07,9.851737906590375e-09,0.0020083726405684885,9.630150077316103e-05
0.0006,3.098836455140555e-07,1.0045903243153912e-08,0.0020278729461428073,9.786756373712449e-05
0.000602,3.1395898857987195e-07,1.0243220645007476e-08,0.0020474925042167,9.945360029046211e-05
0.0006039999999999999,3.180736902281725e-07,1.0443730242179977e-08,0.002067231577845533,0.00010105979346617389
0.000606,3.222279897522182e-07,1.064747253174164e-08,0.002087090428971671,0.00010268632727267941
0.0006079999999999999,3.264221269680412e-07,1.0854488379755346e-08,0.002107069318423775,0.00010433338669428981
0.00061,3.306563422122168e-07,1.1064819023228848e-08,0.002127168505916126,0.0001060011576916574
0.000612,3.3493087633963374e-07,1.1278506072067902e-08,0.0021473882500479655,0.00010768982720220318
0.000614,3.3924597072126387e-07,1.14955915110302e-08,0.0021677288083028637,0.0001093995831405223
0.000616,3.4360186724193e-07,1.1716117701680115e-08,0.0021881904370481082,0.00011113061439876701
0.000618,3.4799880829807265e-07,1.1940127384344177e-08,0.002208773391534107,0.00011288311084700768
0.00062,3.5243703679551587e-07,1.216766368006725e-08,0.0022294779258938244,0.00011465726333357143
0.0006219999999999999,3.569167961472317e-07,1.2398770092569374e-08,0.00225030429314223,0.00011645326368535857
0.000624,3.6143833027110387e-07,1.2633490510203196e-08,0.0022712527451757697,0.0001182713047081369
0.0006259999999999999,3.6600188358768985e-07,1.2871869207911992e-08,0.0022923235327718654,0.0001201115801868135
0.000628,3.7060770101798254e-07,1.3113950849188196e-08,0.002313516905588427,0.00012197428488568469
0.0006299999999999999,3.7525602798117096e-07,1.3359780488032417e-08,0.0023348331121633933,0.00012385961454866338
0.000632,3.799471103923995e-07,1.3609403570912868e-08,0.00235627239991429,0.0001257677658994841
0.000634,3.8468119466052695e-07,1.3862865938725205e-08,0.0023778350151378116,0.0001276989366418864
0.000636,3.8945852768588435e-07,1.4120213828752704e-08,0.002399521203009426,0.00012965332545977507
0.000638,3.9427935685803194e-07,1.4381493876626723e-08,0.002421331207582995,0.00013163113201735882
0.0006399999999999999,3.99143930053516e-07,1.4646753118287444e-08,0.002443265271790423,0.0001336325569592662
0.000642,4.0405249563362423e-07,1.4916038991944805e-08,0.002465323637441325,0.00013565780191063964
0.0006439999999999999,4.0900530244214134e-07,1.51893993400396e-08,0.0024875065452227172,0.00013770706947720685
0.000646,4.1400259980310283e-07,1.5466882411204705e-08,0.002509814234698725,0.0001397805632453303
0.0006479999999999999,4.1904463751854956e-07,1.574853686222638e-08,0.0025322469443103163,0.00014187848778203404
0.00065,4.241316658662809e-07,1.6034411760005608e-08,0.0025548049113750604,0.00014400104863500856
0.000652,4.292639355976078e-07,1.6324556583519396e-08,0.002577488372086896,0.00014614845233259293
0.000654,4.3444169793510524e-07,1.6619021225782057e-08,0.002600297561515936,0.00014832090638373536
0.000656,4.396652045703646e-07,1.6917855995806353e-08,0.0026232327136082824,0.00015051861927793065
0.000658,4.4493470766174515e-07,1.7221111620564522e-08,0.0026462940611858697,0.00015274180048513612
0.00066,4.5025045983212593e-07,1.752883924694909e-08,0.002669481835946328,0.00015499066045566466
0.0006619999999999999,4.5561271416665663e-07,1.784109044373346e-08,0.0026927962684628647,0.0001572654106200557
0.000664,4.61021724210509e-07,1.8157917203532226e-08,0.002716237588184172,0.00015956626338892404
0.0006659999999999999,4.6647774396662754e-07,1.8479371944761152e-08,0.0027398060234343547,0.00016189343215278638
0.000668,4.7198102789348025e-07,1.8805507513596765e-08,0.002763501801412878,0.00016424713128186533
0.00067,4.775318309028096e-07,1.9136377185935578e-08,0.0027873251481945393,0.00016662757612587143
0.000672,4.831304083573827e-07,1.9472034669352823e-08,0.0028112762887294632,0.00016903498301376263
0.000674,4.887770160687427e-07,1.9812534105060673e-08,0.002835355446843109,0.00017146956925348183
0.000676,4.944719102949585e-07,2.0157930069865956e-08,0.0028595628452363123,0.00017393155313167203
0.000678,5.002153477383764e-07,2.0508277578127224e-08,0.0028838987054853426,0.000176421153913369
0.0006799999999999999,5.060075855433707e-07,2.0863632083711236e-08,0.0029083632480419786,0.00017893859184167215
0.000682,5.118488812940947e-07,2.122404948194873e-08,0.00293295669223361,0.0001814840881373926
0.0006839999999999999,5.177394930122325e-07,2.158958611158948e-08,0.0029576792562633603,0.00018405786499867976
0.000686,5.236796791547499e-07,2.1960298756756568e-08,0.002982531157210231,0.00018666014560062488
0.0006879999999999999,5.296696986116471e-07,2.2336244648899865e-08,0.0030075126110292658,0.000189291154094843
0.00069,5.357098107037101e-07,2.2717481468748647e-08,0.0030326238325517406,0.00019195111560903238
0.000692,5.418002751802645e-07,2.3104067348263292e-08,0.0030578650354853667,0.00019464025624651185
0.000694,5.479413522169273e-07,2.349606087258604e-08,0.0030832364324145257,0.00019735880308573592
0.000696,5.541333024133615e-07,2.3893521081990766e-08,0.00310873823480052,0.00020010698417978769
0.0006979999999999999,5.603763867910298e-07,2.4296507473831724e-08,0.0031343706529818453,0.00020288502855584972
0.0007,5.666708667909494e-07,2.470508000449117e-08,0.003160133896174484,0.00020569316621465268
0.0007019999999999999,5.73017004271447e-07,2.511929909132592e-08,0.003186028172472227,0.00020853162812990147
0.000704,5.794150615059149e-07,2.5539225614612682e-08,0.0032120536888470045,0.0002114006462476802
0.0007059999999999999,5.85865301180568e-07,2.5964920919492214e-08,0.0032382106511492513,0.00021430045348583385
0.000708,5.923679863922008e-07,2.6396446817912216e-08,0.0032644992641082827,0.0002172312837333286
0.00071,5.989233806459454e-07,2.6833865590568884e-08,0.0032909197313327012,0.0002201933718495898
0.000712,6.05531747853031e-07,2.7277239988847197e-08,0.00331747225531082,0.00022318695366381814
0.000714,6.121933523285435e-07,2.7726633236759717e-08,0.0033441570374111032,0.00022621226597428298
0.000716,6.18908458789186e-07,2.8182109032884038e-08,0.00337097427788264,0.0002292695465475947
0.000718,6.25677332351041e-07,2.86437315522987e-08,0.0033979241758556266,0.00023235903411795408
0.0007199999999999999,6.325002385273327e-07,2.9111565448517617e-08,0.00342500692934188,0.00023548096838638027
0.000722,6.393774432261915e-07,2.9585675855422908e-08,0.003452222735235367,0.00023863559001991648
0.0007239999999999999,6.463092127484176e-07,3.006612838919615e-08,0.003479571789312757,0.00024182314065081365
0.000726,6.532958137852483e-07,3.055298915024794e-08,0.0035070542862339973,0.0002450438628756922
0.0007279999999999999,6.603375134161243e-07,3.1046324725145796e-08,0.0035346704195429054,0.00024829800025468195
0.00073,6.674345791064583e-07,3.154620218854029e-08,0.003562420381667789,0.00025158579731053994
0.000732,6.745872787054047e-07,3.2052689105089405e-08,0.0035903043639220816,0.00025490749952774617
0.000734,6.817958804436304e-07,3.256585353138104e-08,0.0036183225565050007,0.00025826335335157814
0.000736,6.890606529310871e-07,3.3085764017853714e-08,0.0036464751485022337,0.00026165360618716246
0.0007379999999999999,6.963818651547847e-07,3.3612489610715226e-08,0.003674762327886631,0.00026507850639850535
0.00074,7.037597864765667e-07,3.414609985385947e-08,0.003703184281518937,0.0002685383033075013
0.0007419999999999999,7.111946866308868e-07,3.468666479078122e-08,0.0037317411951485317,0.0002720332471929193
0.000744,7.186868357225865e-07,3.5234254966488804e-08,0.0037604332534141942,0.00027556358928936784
0.0007459999999999999,7.26236504224675e-07,3.578894142941475e-08,0.003789260639844891,0.0002791295817862382
0.000748,7.338439629761098e-07,3.635079573332427e-08,0.0038182235368605863,0.00028273147782662526
0.00075,7.415094831795808e-07,3.6919889939221595e-08,0.0038473221257730662,0.00028636953150622724
0.000752,7.492333363992934e-07,3.749629661725405e-08,0.0038765565867867912,0.0002900439978722237
0.000754,7.570157945587555e-07,3.808008884861384e-08,0.0039059270989997706,0.00029375513292213145
0.0007559999999999999,7.648571299385651e-07,3.867134022743762e-08,0.003935433840404449,0.00029750319360263903
0.000758,7.727576151742009e-07,3.9270124862703646e-08,0.003965076987888624,0.00030128843780841954
0.0007599999999999999,7.807175232538125e-07,3.987651738012649e-08,0.003994856717236378,0.0003051111243809221
0.000762,7.88737127516015e-07,4.049059292404943e-08,0.004024773203129039,0.00030897151310714115
0.0007639999999999999,7.968167016476843e-07,4.1112427159334234e-08,0.004054826619146153,0.0003128698647183643
0.000766,8.049565196817545e-07,4.174209627324853e-08,0.004085017137766478,0.00031680644088889954
0.000768,8.13156855995017e-07,4.237967697735053e-08,0.004115344930369008,0.00032078150423477944
0.00077,8.214179853059225e-07,4.3025246509371166e-08,0.004145810167234014,0.0003247953183124452
0.000772,8.297401826723841e-07,4.367888263509356e-08,0.004176413017544099,0.0003288481476174082
0.000774,8.381237234895837e-07,4.434066365022984e-08,0.004207153649385283,0.0003329402575828912
0.000776,8.465688834877792e-07,4.501066838229518e-08,0.0042380322297481,0.00033707191457844714
0.0007779999999999999,8.550759387301151e-07,4.568897619247902e-08,0.004269048924528728,0.0003412433859085567
0.00078,8.636451656104349e-07,4.6375666977513566e-08,0.004300203898530129,0.00034545493981120534
0.0007819999999999999,8.722768408510956e-07,4.7070821171539323e-08,0.00433149731546321,0.0003497068454564382
0.000784,8.809712415007851e-07,4.7774519747967744e-08,0.0043629293379480166,0.0003539993729448937
0.0007859999999999999,8.897286449323416e-07,4.8486844221340945e-08,0.004394500127514933,0.0003583327933063166
0.000788,8.985493288405751e-07,4.920787664918844e-08,0.004426209844605909,0.00036270737849804913
0.00079,9.074335712400921e-07,4.993769963388074e-08,0.004458058648575711,0.00036712340140350117
0.000792,9.163816504631227e-07,5.0676396324480035e-08,0.004490046697693181,0.00037158113583059943
0.000794,9.253938451573498e-07,5.1424050418587576e-08,0.004522174149142535,0.0003760808565102151
0.0007959999999999999,9.344704342837409e-07,5.2180746164188014e-08,0.004554441159024665,0.00038062283909457074
0.000798,9.436116971143831e-07,5.2946568361490486e-08,0.004586847882358476,0.00038520736015562607
0.0007999999999999999,9.528179132303207e-07,5.372160236476647e-08,0.0046193944730822285,0.0003898346971834427
0.000802,9.62089362519395e-07,5.450593408418432e-08,0.004652081084054914,0.00039450512858452776
0.0008039999999999999,9.714263251740867e-07,5.5299649987640485e-08,0.004684907867057645,0.0003992189336801564
0.000806,9.808290816893621e-07,5.6102837102587364e-08,0.004717874972795058,0.0004039763927046743
0.000808,9.902979128605216e-07,5.6915583017857705e-08,0.004750982550896764,0.0004087777868037776
0.00081,9.998330997810515e-07,5.773797588548561e-08,0.00478423074991878,0.0004136233980327739
0.000812,1.0094349238404767e-06,5.857010442252396e-08,0.004817619717345016,0.0004185135093548207
0.0008139999999999999,1.0191036667222195e-06,5.941205791285835e-08,0.00485114959958876,0.00042344840463914466
0.000816,1.0288396104014598e-06,6.026392620901748e-08,0.004884820541994194,0.0004284283686592388
0.0008179999999999999,1.0386430371429974e-06,6.112579973397976e-08,0.004918632688837929,0.0004334536870910396
0.00082,1.0485142294991193e-06,6.199776948297647e-08,0.004952586183330548,0.00043852464651108314
0.0008219999999999999,1.0584534703074686e-06,6.287992702529103e-08,0.004986681167618194,0.0004436415343946414
0.000824,1.0684610426889179e-06,6.377236450605459e-08,0.005020917782784151,0.00044880463911383685
0.0008259999999999999,1.0785372300454449e-06,6.467517464803788e-08,0.005055296168850467,0.0004540142499357372
0.000828,1.0886823160580108e-06,6.558845075343915e-08,0.005089816464779581,0.0004592706570204291
0.00083,1.0988965846844444e-06,6.651228670566824e-08,0.005124478808475975,0.0004645741514190727
0.000832,1.109180320157326e-06,6.74467769711268e-08,0.0051592833367878595,0.00046992502507193357
0.000834,1.1195338069818781e-06,6.83920166009845e-08,0.00519423018550885,0.0004753235708063962
0.0008359999999999999,1.1299573299338569e-06,6.934810123295128e-08,0.005229319489379693,0.00048077008233495645
0.000838,1.1404511740574484e-06,7.031512709304551e-08,0.005264551382089991,0.00048626485425319317
0.0008399999999999999,1.1510156246631684e-06,7.129319099735816e-08,0.005299925996279964,0.0004918081820377204
0.000842,1.1616509673257648e-06,7.228239035381279e-08,0.005335443463542212,0.0004974003620441187
0.0008439999999999999,1.1723574878821251e-06,7.328282316392139e-08,0.00537110391442351,0.0005030416915048473
0.000846,1.1831354724291862e-06,7.429458802453602e-08,0.005406907478426627,0.0005087324685271341
0.000848,1.193985207321847e-06,7.531778412959622e-08,0.005442854284012147,0.0005144729920908483
0.00085,1.204906979170888e-06,7.635251127187224e-08,0.0054789444586003265,0.0005202635620463506
0.000852,1.2159010748408902e-06,7.739886984470368e-08,0.0055151781285729656,0.0005261044791123249
0.0008539999999999999,1.2269677814481621e-06,7.845696084373415e-08,0.005551555419275291,0.0005319960448735888
0.000856,1.2381073863586676e-06,7.952688586864117e-08,0.005588076455017873,0.0005379385617788861
0.0008579999999999999,1.2493201771859585e-06,8.06087471248619e-08,0.005624741359078548,0.0005439323331386568
0.00086,1.2606064417891112e-06,8.170264742531424e-08,0.005661550253704377,0.0005499776631227899
0.0008619999999999999,1.2719664682706668e-06,8.280869019211349e-08,0.0056985032601136005,0.0005560748567583546
0.000864,1.283400544974576e-06,8.392697945828437e-08,0.0057356004984976325,0.000562224219927313
0.0008659999999999999,1.2949089604841469e-06,8.505761986946859e-08,0.005772842088023062,0.0005684260593642115
0.000868,1.3064920036199976e-06,8.620071668562762e-08,0.005810228146833687,0.0005746806826538545
0.00087,1.3181499634380128e-06,8.735637578274094e-08,0.005847758792052547,0.0005809883982289577
0.0008719999999999999,1.3298831292273041e-06,8.852470365449938e-08,0.0058854341397839936,0.0005873495153677811
0.000874,1.3416917905081745e-06,8.970580741399393e-08,0.005923254305115772,0.0005937643441917445
0.0008759999999999999,1.3535762370300884e-06,9.089979479539964e-08,0.00596121940212112,0.0006002331956630208
0.000878,1.3655367587696436e-06,9.210677415565467e-08,0.005999329543860891,0.0006067563815821119
0.0008799999999999999,1.3775736459285484e-06,9.332685447613454e-08,0.006037584842385691,0.0006133342145854063
0.000882,1.3896871889316042e-06,9.456014536432145e-08,0.006075985408738037,0.0006199670081427137
0.0008839999999999999,1.4018776784246913e-06,9.580675705546859e-08,0.006114531352954534,0.0006266550765547835
0.000886,1.4141454052727584e-06,9.706680041425959e-08,0.006153222784068072,0.000633398734950804
